math_score,reading_score,writing_score,average_score,total_score,gender_female,gender_male,race/ethnicity_group a,race/ethnicity_group b,race/ethnicity_group c,race/ethnicity_group d,race/ethnicity_group e,parental_level_of_education_associate's degree,parental_level_of_education_bachelor's degree,parental_level_of_education_high school,parental_level_of_education_master's degree,parental_level_of_education_some college,parental_level_of_education_some high school,lunch_free/reduced,lunch_standard,test_preparation_course_completed,test_preparation_course_none,performance_average,performance_excellent,performance_good,performance_poor,pass_status_fail,pass_status_pass
0.3912181707455709,0.1930847239249865,0.3921181019366646,0.3438373873227493,0.3438373873227493,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
0.19007772306147255,1.4347871285872762,1.3216815989608244,1.0296380343380418,1.0296380343380422,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1.598060856850161,1.77970446321569,1.6536685621837386,1.7627352776992178,1.7627352776992176,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
-1.2849522266219155,-0.8416672799602549,-1.5998036774008206,-1.3115434847831307,-1.3115434847831304,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
0.6594054343243687,0.606985525479083,0.4585154945812474,0.6039686672251012,0.6039686672251018,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
0.32417135485087145,0.9519028601074969,0.657707672514996,0.6749135617439246,0.6749135617439252,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1.4639672250607623,1.77970446321569,1.5872711695391557,1.6917903831803944,1.6917903831803942,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
-1.7542799378848117,-1.8074358169198135,-1.9317906406237348,-1.9263992372796006,-1.9263992372796,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
-0.14515635641202473,-0.3587830114804756,-0.07266364657541531,-0.20007347065489722,-0.20007347065489686,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True
-1.8883735696742106,-0.6347168791832066,-1.2014193215333235,-1.3115434847831307,-1.3115434847831304,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False
-0.5474372517802215,-1.048617680737303,-1.068624536244158,-0.9331707140160728,-0.9331707140160721,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
-1.7542799378848117,-1.1865846145886687,-1.6662010700454035,-1.6189713610313656,-1.6189713610313652,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
-0.07810954051732528,0.8139359262561313,0.32572070929208174,0.36748568549569016,0.36748568549569044,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
0.7934990661137676,0.1930847239249865,0.12652853135833322,0.39113398366863095,0.3911339836686316,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
-1.0838117789378172,-1.117601147662986,-0.6702401803766609,-1.0041156085348961,-1.0041156085348955,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True
0.19007772306147255,0.4000351247020348,0.657707672514996,0.43843058001451357,0.43843058001451385,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
1.4639672250607623,1.3658036616615934,1.1888868136716586,1.4080108051051006,1.4080108051051006,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
-2.6258885445159046,-2.566253953102324,-2.662161959714146,-2.7540896733325404,-2.75408967333254,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False
-1.351999042516615,-1.8764192838454963,-1.4670088921116549,-1.642619659204307,-1.6426196592043063,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
-0.8156245153590194,-0.7726838130345721,-0.47104800244291234,-0.7203360304596025,-0.7203360304596019,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True
-0.01106272462262583,-0.013865676852061781,-0.3382532171537467,-0.12912857613607379,-0.12912857613607345,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
-0.07810954051732528,0.4000351247020348,0.12652853135833322,0.15465100193921988,0.1546510019392202,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
-1.4860926743060139,-1.048617680737303,-1.002227143599575,-1.2405985902643073,-1.2405985902643069,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
0.19007772306147255,0.26206819085066924,0.32572070929208174,0.2728924928039259,0.2728924928039259,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
0.5253118025349698,0.12410125699930374,0.7905024578041616,0.509375474533337,0.5093754745333373,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0.4582649866402704,0.33105165777635204,0.2593233166474989,0.36748568549569016,0.36748568549569044,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0.19007772306147255,-1.048617680737303,-0.8694323583104093,-0.6020945395948964,-0.6020945395948962,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
0.05598409127207363,-0.013865676852061781,0.4585154945812474,0.1782993001121607,0.17829930011216136,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
